sale_id,property_id,sale_date,sale_price,buyer_name,payment_method
S459,P559,8/31/2026,5790530,Cameron Cook,EMI
S460,P560,9/1/2026,7693249,Clarence Holifeild,Cheque
S461,P561,9/2/2026,9320685,Amy Lear,Cash
S462,P562,9/3/2026,5614557,William Grier,Bank Loan
S463,P563,9/4/2026,7933109,Ana Odell,EMI
S464,P564,9/5/2026,5817629,Mary Marsden,Cheque
S465,P565,9/6/2026,5787330,Lisa Modafferi,Cash
S466,P566,9/7/2026,4653674,Carolyn Emerson,Bank Loan
S467,P567,9/8/2026,8302087,Eric Dominguez,EMI
S468,P568,9/9/2026,6649014,Ashley Limbrick,Cheque
S469,P569,9/10/2026,8732157,Preston Brock,Cash
S470,P570,9/11/2026,6258720,Beth Osegueda,Bank Loan
S471,P571,9/12/2026,8517633,James Hobbs,EMI
S472,P572,9/13/2026,6178240,Sylvia Wageman,Cheque
S473,P573,9/14/2026,4984234,Brandon Winn,Cash
S474,P574,9/15/2026,9277916,Dwayne Evans,Bank Loan
S475,P575,9/16/2026,8178896,Jimmy Fischer,EMI
S476,P576,9/17/2026,4846937,Sarah Thiel,Cheque
S477,P577,9/18/2026,6129861,Eric Robuck,Cash
S478,P578,9/19/2026,6657049,Iva Souvannavong,Bank Loan
S479,P579,9/20/2026,9156983,Lora Paul,EMI
S480,P580,9/21/2026,4908615,Barbara Taub,Cheque
S481,P581,9/22/2026,8178959,Heather Schwalb,Cash
S482,P582,9/23/2026,8936098,Theresa Henning,Bank Loan
S483,P583,9/24/2026,6514277,Alice Garcia,EMI
S484,P584,9/25/2026,6005412,Deborah Saltsman,Cheque
S485,P585,9/26/2026,9390479,Alicia Hamilton,Cash
S486,P586,9/27/2026,8995811,Alfonso Contreras,Bank Loan
S487,P587,9/28/2026,6549805,Eva Bryant,EMI
S488,P588,9/29/2026,4739974,Cynthia Kellerman,Cheque
S489,P589,9/30/2026,8099357,Sherry Riley,Cash
S490,P590,10/1/2026,9161109,Melissa Smith,Bank Loan
S491,P591,10/2/2026,8027459,Margaret Johnson,EMI
S492,P592,10/3/2026,6086397,Gerald Blumenfeld,Cheque
S493,P593,10/4/2026,8692607,Joseph Harper,Cash
S494,P594,10/5/2026,8708421,Douglas Brown,Bank Loan
S495,P595,10/6/2026,6634335,Marcel Washington,EMI
S496,P596,10/7/2026,6858327,Charles Gordon,Cheque
S497,P597,10/8/2026,8481986,Cheryl Pridgeon,Cash
S498,P598,10/9/2026,7916695,Wilma Clark,Bank Loan
S499,P599,10/10/2026,5928220,Ashley Hanover,EMI
S500,P600,10/11/2026,5931457,John Jones,Cheque
S501,P601,10/12/2026,9095539,Anthony Walden,Cash
S502,P602,10/13/2026,8420285,David Benton,Bank Loan
S503,P603,10/14/2026,6826570,Mary King,EMI
S504,P604,10/15/2026,6749217,Travis Mathison,Cheque
S505,P605,10/16/2026,6894075,Denise Pickhardt,Cash
S506,P606,10/17/2026,6739992,Kelly Dalton,Bank Loan
S507,P607,10/18/2026,9264936,Susan Ross,EMI
S508,P608,10/19/2026,8225426,Aaron Switzer,Cheque
S509,P609,10/20/2026,5004796,Manuel Ramirez,Cash
S510,P610,10/21/2026,9439336,Fred Morrison,Bank Loan
S511,P611,10/22/2026,5323810,Johnnie Swann,EMI
S512,P612,10/23/2026,5545487,Eldridge Niemczyk,Cheque
S513,P613,10/24/2026,5976496,Mike Squires,Cash
S514,P614,10/25/2026,4513744,James Childers,Bank Loan
S515,P615,10/26/2026,6264713,Kenneth Frankel,EMI
S516,P616,10/27/2026,5799430,Jane Millender,Cheque
S517,P617,10/28/2026,4767612,Paula Gerbatz,Cash
S518,P618,10/29/2026,6753300,Annie Lee,Bank Loan
S519,P619,10/30/2026,4532607,Phillip Andon,EMI
S520,P620,10/31/2026,7261970,Eric Wise,Cheque
S521,P621,11/1/2026,8230457,Earl Leroy,Cash
S522,P622,11/2/2026,8185107,Richard Dobkins,Bank Loan
S523,P623,11/3/2026,6564048,Robert Machado,EMI
S524,P624,11/4/2026,6868824,Donald Collins,Cheque
S525,P625,11/5/2026,7918331,Ellis Brown,Cash
S526,P626,11/6/2026,7447872,Dina Ingram,Bank Loan
S527,P627,11/7/2026,7038074,Coral Conrad,EMI
S528,P628,11/8/2026,5220864,Anthony Majors,Cheque
S529,P629,11/9/2026,8349464,Dolores Maddox,Cash
S530,P630,11/10/2026,8200542,Stephen Heling,Bank Loan
S531,P631,11/11/2026,5063267,Justin Collins,EMI
S532,P632,11/12/2026,5585031,Eric Sams,Cheque
S533,P633,11/13/2026,8045200,Norman Polizio,Cash
S534,P634,11/14/2026,9158547,Dana Holmes,Bank Loan
S535,P635,11/15/2026,5321554,Pamela Brehmer,EMI
S536,P636,11/16/2026,6889561,David Cline,Cheque
S537,P637,11/17/2026,8048149,Joseph Patry,Cash
S538,P638,11/18/2026,5846025,Carol Roy,Bank Loan
S539,P639,11/19/2026,4755068,Sandy Glennon,EMI
S540,P640,11/20/2026,7833488,John Lindsey,Cheque
S541,P641,11/21/2026,5592120,Cecilia Munoz,Cash
S542,P642,11/22/2026,8972935,Elmer Bird,Bank Loan
S543,P643,11/23/2026,8689459,Roger Voigt,EMI
S544,P644,11/24/2026,6779190,Dorothy Holmes,Cheque
S545,P645,11/25/2026,8335345,Mary Duncan,Cash
S546,P646,11/26/2026,6095370,Stacy Palomo,Bank Loan
S547,P647,11/27/2026,9144355,David Pool,EMI
S548,P648,11/28/2026,4541075,Stephanie Nickerson,Cheque
S549,P649,11/29/2026,6472623,Richard Rash,Cash
S550,P650,11/30/2026,6793109,Daniel Courson,Bank Loan
S551,P651,12/1/2026,8165327,Rhonda Ray,EMI
S552,P652,12/2/2026,7947693,Anthony Blake,Cheque
S553,P653,12/3/2026,5085577,Scott Swatzell,Cash
S554,P654,12/4/2026,6457764,William Dawson,Bank Loan
S555,P655,12/5/2026,7078566,Richard Simon,EMI
S556,P656,12/6/2026,8359223,Mary Warrior,Cheque
S557,P657,12/7/2026,7869157,Arthur Harris,Cash
S558,P658,12/8/2026,5836069,Yvonne Monroe,Bank Loan
S559,P659,12/9/2026,6828220,Tony Rosas,EMI
S560,P660,12/10/2026,9004959,Carolyn Hackney,Cheque
S561,P661,12/11/2026,8325528,Mary Turner,Cash
S562,P662,12/12/2026,6231118,Bradley Gamez,Bank Loan
S563,P663,12/13/2026,7244668,Phyllis Isbell,EMI
S564,P664,12/14/2026,8504748,Vickie Rainforth,Cheque
S565,P665,12/15/2026,5108952,Susan Barnes,Cash
S566,P666,12/16/2026,6614415,Todd Palmer,Bank Loan
S567,P667,12/17/2026,7545643,Charlene Whish,EMI
S568,P668,12/18/2026,7688375,Ronnie Prater,Cheque
S569,P669,12/19/2026,7936033,Angela Jackson,Cash
S570,P670,12/20/2026,4882172,Francis Tippin,Bank Loan
S571,P671,12/21/2026,4957891,Otha Ware,EMI
S572,P672,12/22/2026,6838570,Janet Brice,Cheque
S573,P673,12/23/2026,6582531,Mark Good,Cash
S574,P674,12/24/2026,5434417,Dan Gibson,Bank Loan
S575,P675,12/25/2026,6879137,Elisa Jones,EMI
S576,P676,12/26/2026,5218858,Normand Oliphant,Cheque
S577,P677,12/27/2026,7997435,Guillermo Wall,Cash
S578,P678,12/28/2026,8163112,Herman Long,Bank Loan
S579,P679,12/29/2026,6809489,Eric Farrell,EMI
S580,P680,12/30/2026,8054920,Richard Roman,Cheque
S581,P681,12/31/2026,7449222,Eric Vannoy,Cash
S582,P682,2/9/2018,6625049,Paula Mccrary,Bank Loan
S583,P683,2/12/2018,9100539,Richard Yates,EMI
S584,P684,2/13/2018,9052754,Cristi Kerns,Cheque
S585,P685,2/14/2018,4797186,Roland Besecker,Cash
S586,P686,2/15/2018,8630556,Joe Wooten,Bank Loan
S587,P687,2/16/2018,7756530,Grace Gonzalez,EMI
S588,P688,2/19/2018,4904638,Steven Welling,Cheque
S589,P689,2/2/2018,5225352,Evelyn Otting,Cash
S590,P690,2/5/2018,8277568,Anthony Francis,Bank Loan
S591,P691,2/6/2018,6662015,Joel Jolicoeur,EMI
S592,P692,2/7/2018,7277353,Heriberto Wood,Cheque
S593,P693,2/8/2018,6206138,Lidia Hudson,Cash
S594,P694,2/9/2018,4527713,Johnnie Johnson,Bank Loan
S595,P695,2/12/2018,8412398,Laura Hood,EMI
S596,P696,2/13/2018,6152929,David Gautier,Cheque
S597,P697,2/14/2018,5803050,Robert Garcia,Cash
S598,P698,2/15/2018,7351316,Dan Houser,Bank Loan
S599,P699,2/16/2018,6452061,Patricia Parks,EMI
S600,P700,2/19/2018,8140981,Rene Delfuente,Cheque
S601,P701,2/2/2018,6115266,Joyce Hobson,Cash
S602,P702,2/5/2018,6741235,Francesco Clayton,Bank Loan
S603,P703,2/6/2018,5114286,Evelyn Danforth,EMI
S604,P704,2/7/2018,7920795,Diane Corley,Cheque
S605,P705,2/8/2018,6882640,Barbara Apple,Cash
S606,P706,2/9/2018,9343215,Thomas Jandreau,Bank Loan
S607,P707,2/12/2018,6658915,Edward Davenport,EMI
S608,P708,2/13/2018,6233608,Joan Garza,Cheque
S609,P709,2/14/2018,6072254,Terry Johns,Cash
S610,P710,2/15/2018,8148441,Patrick Mastrangelo,Bank Loan
S611,P711,2/16/2018,7382541,Miguel Renfroe,EMI
S612,P712,2/19/2018,4581900,Angela Bruce,Cheque
S613,P713,2/2/2018,8828128,Robert Settle,Cash
S614,P714,2/5/2018,6551494,George Cosby,Bank Loan
S615,P715,2/6/2018,8295548,Joel Roberts,EMI
S616,P716,2/7/2018,5020743,Clyde Wells,Cheque
S617,P717,2/8/2018,8607335,Patricia Brown,Cash
S618,P718,2/9/2018,8168526,Marjorie Jones,Bank Loan
S619,P719,2/12/2018,5216343,Jeanette Shelby,EMI
S620,P720,2/13/2018,6658364,Jamie Booker,Cheque
S621,P721,2/14/2018,6360903,Paul Fernandez,Cash
S622,P722,2/15/2018,6115902,John Schwieger,Bank Loan
S623,P723,2/16/2018,7049565,Dorothy Avila,EMI
S624,P724,2/19/2018,9142124,Michael Weeks,Cheque
S625,P725,2/2/2018,8502590,Maura Rodriquez,Cash
S626,P726,2/5/2018,5304882,Michael Payne,Bank Loan
S627,P727,2/6/2018,6004780,Emily Fernandez,EMI
S628,P728,2/7/2018,9213948,Domingo Cardenas,Cheque
S629,P729,2/8/2018,9087619,Janice Casey,Cash
S630,P730,2/9/2018,8518116,Alan Long,Bank Loan
S631,P731,2/12/2018,6079296,Daniel Chapman,EMI
S632,P732,2/13/2018,5926850,Leon Williams,Cheque
S633,P733,2/14/2018,5218921,Margo Brunk,Cash
S634,P734,2/15/2018,5687525,Lori Ware,Bank Loan
S635,P735,2/16/2018,6751006,Robert Garvey,EMI
S636,P736,2/19/2018,5869734,Marjorie Ralph,Cheque
S637,P737,2/2/2018,4736175,Delores Moore,Cash
S638,P738,2/5/2018,5675311,Aaron Leonard,Bank Loan
S639,P739,2/6/2018,5252415,Renee Puckett,EMI
S640,P740,2/7/2018,6458530,Jack Smith,Cheque
S641,P741,2/8/2018,4746092,Opal Ferraro,Cash
S642,P742,2/9/2018,7866766,Lee Lopez,Bank Loan
S643,P743,2/12/2018,5609506,Teresa Dew,EMI
S644,P744,2/13/2018,5813377,Deidra Palomino,Cheque
S645,P745,2/14/2018,7762838,Linda Everson,Cash
S646,P746,2/15/2018,4615860,Osvaldo Donoghue,Bank Loan
S647,P747,2/16/2018,5801863,Yolanda Clark,EMI
S648,P748,2/19/2018,4875137,Beverly Burrowes,Cheque
S649,P749,2/2/2018,4725478,Jonathan Bustos,Cash
S650,P750,2/5/2018,5225196,Ruby Mccartney,Bank Loan
S651,P751,2/6/2018,8567056,Karen Gray,EMI
S652,P752,2/7/2018,7264868,Tammy Persing,Cheque
S653,P753,2/8/2018,8025251,Irene Killingsworth,Cash
S654,P754,2/9/2018,7620106,Gregory Shaw,Bank Loan
S655,P755,2/12/2018,7155803,Frances Williams,EMI
S656,P756,2/13/2018,5190394,Lori Whitten,Cheque
S657,P757,2/14/2018,9113631,Randy Douglas,Cash
S658,P758,2/15/2018,8407635,Marjorie Townsend,Bank Loan
S659,P759,2/16/2018,7850304,Michael Baumbach,EMI
S660,P760,2/19/2018,5577501,Walter Bachleda,Cheque
S661,P761,2/2/2018,5581957,Terry Price,Cash
S662,P762,2/5/2018,5529252,Andera David,Bank Loan
S663,P763,2/6/2018,6517551,Ricardo Jaremka,EMI
S664,P764,2/7/2018,5337794,Mary Givens,Cheque
S665,P765,2/8/2018,5981277,William Larmon,Cash
S666,P766,2/9/2018,7644527,Troy Robinson,Bank Loan
S667,P767,2/12/2018,4761856,Kimberly Mcmahon,EMI
S668,P768,2/13/2018,4598356,Richard Puffinburger,Cheque
S669,P769,2/14/2018,8538949,Regina Mosher,Cash
S670,P770,2/15/2018,7198979,Carlos Barnett,Bank Loan
S671,P771,2/16/2018,4642885,Kathy Flores,EMI
S672,P772,2/19/2018,5779563,William Soto,Cheque
S673,P773,2/2/2018,7450441,Jean Whitfield,Cash
S674,P774,2/5/2018,8878518,Alfredo Blessing,Bank Loan
S675,P775,2/6/2018,9474571,Salvador Fenton,EMI
S676,P776,2/7/2018,9038314,Patricia Murphy,Cheque
S677,P777,2/8/2018,7249609,Tyrone Cepero,Cash
S678,P778,2/9/2018,7395607,David Sosa,Bank Loan
S679,P779,2/12/2018,7730488,Ida Wilson,EMI
S680,P780,2/13/2018,9249107,Aubrey Witman,Cheque
S681,P781,2/14/2018,5483720,Frances Zweifel,Cash
S682,P782,2/15/2018,4531256,Amberly Stevens,Bank Loan
S683,P783,2/16/2018,6713965,Ann Johnson,EMI
S684,P784,2/19/2018,6116083,James Clancy,Cheque
S685,P785,2/2/2018,5851331,Mary Thompson,Cash
S686,P786,2/5/2018,5068997,Trinidad Altman,Bank Loan
S687,P787,2/6/2018,9133698,Rex Strassel,EMI
S688,P788,2/7/2018,4677551,Cheri Atkinson,Cheque
S689,P789,2/8/2018,6566848,Mitchell Conover,Cash
S690,P790,2/9/2018,6127747,Norma Gregory,Bank Loan
S691,P791,2/12/2018,6185780,Cheryl Lutz,EMI
S692,P792,2/13/2018,7120094,Margaret Sliva,Cheque
S693,P793,2/14/2018,9034339,Jean Allen,Cash
S694,P794,2/15/2018,7425821,Christopher Sosa,Bank Loan
S695,P795,2/16/2018,6911628,Frank Chagoya,EMI
S696,P796,2/19/2018,6934158,Cathy Reaves,Cheque
S697,P797,2/2/2018,6416116,Paul Reddish,Cash
S698,P798,2/5/2018,5526052,Grace Doyle,Bank Loan
S699,P799,2/6/2018,8638348,Thomas Lee,EMI
S700,P800,2/7/2018,6928455,Gregory Stroman,Cheque
S701,P801,2/8/2018,8812735,Jean Smith,Cash
S702,P802,2/9/2018,8093026,Alma Gobel,Bank Loan
S703,P803,2/12/2018,7120942,Oscar Williams,EMI
S704,P804,2/13/2018,7446973,Crystal Lehmann,Cheque
S705,P805,2/14/2018,6353839,Joann Wolfinger,Cash
S706,P806,2/15/2018,7426303,Linda Ross,Bank Loan
S707,P807,2/16/2018,6595667,Ellen Crawford,EMI
S708,P808,2/19/2018,8658485,Shirley Denise,Cheque
S709,P809,2/2/2018,8098945,Stephanie Lanno,Cash
S710,P810,2/5/2018,6808016,Kevin Langley,Bank Loan
S711,P811,2/6/2018,8509751,Walter Whitener,EMI
S712,P812,2/7/2018,7871559,William Mcnally,Cheque
S713,P813,2/8/2018,8216599,Lois Walker,Cash
S714,P814,2/9/2018,8042339,Sung Crowley,Bank Loan
S715,P815,2/12/2018,4957351,Robert Yeager,EMI
S716,P816,2/13/2018,6215076,Mirna Phillips,Cheque
S717,P817,2/14/2018,8862391,Levi Hamill,Cash
S718,P818,2/15/2018,8585814,Malissa Hay,Bank Loan
S719,P819,2/16/2018,6755092,Brian Gomez,EMI
S720,P820,2/19/2018,9459295,Anita Martino,Cheque
S721,P821,2/2/2018,7955209,Teresa Vickers,Cash
S722,P822,2/5/2018,5212175,Philip Ruiz,Bank Loan
S723,P823,2/6/2018,7139365,Terrence Frink,EMI
S724,P824,2/7/2018,8449564,Charles Sanders,Cheque
S725,P825,2/8/2018,8761314,Judy Davis,Cash
S726,P826,2/9/2018,6833948,Jose Martin,Bank Loan
S727,P827,2/12/2018,4842357,Gordon Desrochers,EMI
S728,P828,2/13/2018,6510966,Paul Barnes,Cheque
S729,P829,2/14/2018,5063325,James Webb,Cash
S730,P830,2/15/2018,6734801,Phyllis Gully,Bank Loan
S731,P831,2/16/2018,5773582,Catherine Lair,EMI
S732,P832,2/19/2018,4543833,Brian Bilski,Cheque
S733,P833,2/2/2018,4929444,Donna Rodriguez,Cash
S734,P834,2/5/2018,5110300,Shawn Hayden,Bank Loan
S735,P835,2/6/2018,6541456,Lula Brantley,EMI
S736,P836,2/7/2018,9415932,Alex Saddler,Cheque
S737,P837,2/8/2018,6281684,Andrew Davis,Cash
S738,P838,2/9/2018,6653848,Mark Langehennig,Bank Loan
S739,P839,2/12/2018,7244351,Mary Gentile,EMI
S740,P840,2/13/2018,5060216,Lavonne Murphy,Cheque
S741,P841,2/14/2018,5145926,Susan Hendrix,Cash
S742,P842,2/15/2018,5086642,Joi Dewick,Bank Loan
S743,P843,2/16/2018,4574200,Christopher Hume,EMI
S744,P844,2/19/2018,5798987,Alexa Cash,Cheque
S745,P845,2/2/2018,7865573,Barbara Usrey,Cash
S746,P846,2/5/2018,4581977,James Stone,Bank Loan
S747,P847,2/6/2018,8873500,Marie Johnstonbaugh,EMI
S748,P848,2/7/2018,4984449,Joshua Kent,Cheque
S749,P849,2/8/2018,7686677,Robert Cole,Cash
S750,P850,2/9/2018,4915914,Ashlee Montgomery,Bank Loan
S751,P851,2/12/2018,8079916,Delia Darden,EMI
S752,P852,2/13/2018,7792966,Geraldine Bernard,Cheque
S753,P853,2/14/2018,7220769,Michael Pelletier,Cash
S754,P854,2/15/2018,8484230,Mark Arnett,Bank Loan
S755,P855,2/16/2018,8738393,Charles Brown,EMI
S756,P856,2/19/2018,7245649,Denise Jackson,Cheque
S757,P857,2/2/2018,8215960,Nancy Do,Cash
S758,P858,2/5/2018,4519336,Carol Goins,Bank Loan
S759,P859,2/6/2018,7211417,Cindy Patterson,EMI
S760,P860,2/7/2018,8603813,Cathy Burke,Cheque
S761,P861,2/8/2018,9291375,Winston Jackson,Cash
S762,P862,2/9/2018,8541106,Lora Cohen,Bank Loan
S763,P863,2/12/2018,5476174,Christine King,EMI
S764,P864,2/13/2018,4643178,Mattie Foster,Cheque
S765,P865,2/14/2018,5219362,Lucille Joseph,Cash
S766,P866,2/15/2018,4796755,Kenneth Johnson,Bank Loan
S767,P867,2/16/2018,6084445,William Beale,EMI
S768,P868,2/19/2018,8522440,Hugh Fallon,Cheque
S769,P869,2/2/2018,5112691,Victoria Green,Cash
S770,P870,2/5/2018,6531002,Steve Ortiz,Bank Loan
S771,P871,2/6/2018,6577851,Edna Foster,EMI
S772,P872,2/7/2018,6125419,Eddie Salazar,Cheque
S773,P873,2/8/2018,7541400,Walter Tillery,Cash
S774,P874,2/9/2018,6745944,Brian Zuchelkowski,Bank Loan
S775,P875,2/12/2018,5533642,Richard Emery,EMI
S776,P876,2/13/2018,6379946,Theresa Garcia,Cheque
S777,P877,2/14/2018,5551459,Frances Nichols,Cash
S778,P878,2/15/2018,7172583,Celestine Gustafson,Bank Loan
S779,P879,2/16/2018,8930589,Kelli Orphey,EMI
S780,P880,2/19/2018,7250265,Kathy Barnes,Cheque
S781,P881,2/2/2018,7014350,Ben Raheja,Cash
S782,P882,2/5/2018,4999045,Mary Melendez,Bank Loan
S783,P883,2/6/2018,5677431,David Rivera,EMI
S784,P884,2/7/2018,5878029,Steven Mcsherry,Cheque
S785,P885,2/8/2018,9472750,Richard Villanueva,Cash
S786,P886,2/9/2018,6615594,Vickie Lyons,Bank Loan
S787,P887,2/12/2018,8512735,Richard Kut,EMI
S788,P888,2/13/2018,4771028,Jeffrey Cooper,Cheque
S789,P889,2/14/2018,6477544,Jonathan Kirkpatrick,Cash
S790,P890,2/15/2018,7146386,Deborah Shannon,Bank Loan
S791,P891,2/16/2018,6028564,Jessie Esquibel,EMI
S792,P892,2/19/2018,4657936,Mark Lawrence,Cheque
S793,P893,2/2/2018,6977717,Sonia Bow,Cash
S794,P894,2/5/2018,6426756,Christina Gibbs,Bank Loan
S795,P895,2/6/2018,8852259,Eugene Hughes,EMI
S796,P896,2/7/2018,8718395,Willard Dorsey,Cheque
S797,P897,2/8/2018,8122685,Dustin Hernandez,Cash
S798,P898,2/9/2018,5667279,Nina Long,Bank Loan
S799,P899,2/12/2018,4783961,Jerry Foster,EMI
S800,P900,2/13/2018,9261752,Laura Lee,Cheque
S801,P901,2/14/2018,8714411,Danny Perez,Cash
S802,P902,2/15/2018,7979159,Millicent Tosh,Bank Loan
S803,P903,2/16/2018,5885235,Vernon Roberts,EMI
S804,P904,2/19/2018,8866410,Kimberly Bartholomew,Cheque
S805,P905,2/2/2018,8130242,Joe Ettinger,Cash
S806,P906,2/5/2018,9140183,Shannon Stout,Bank Loan
S807,P907,2/6/2018,5901777,Darlene Garcia,EMI
S808,P908,2/7/2018,5003376,Josephine Bevan,Cheque
S809,P909,2/8/2018,6797445,Renee Selkirk,Cash
S810,P910,2/9/2018,8256181,Catherine Su,Bank Loan
S811,P911,2/12/2018,9293109,Donnie Baker,EMI
S812,P912,2/13/2018,5332738,Julie Johnson,Cheque
S813,P913,2/14/2018,9248600,Darlene Boaz,Cash
S814,P914,2/15/2018,6135740,Polly Araujo,Bank Loan
S815,P915,2/16/2018,5634163,Joe Upshaw,EMI
S816,P916,2/19/2018,8138870,Herman Matson,Cheque
S817,P917,2/2/2018,8826650,Marcelle Sloan,Cash
S818,P918,2/5/2018,5745414,Douglas Yamamoto,Bank Loan
S819,P919,2/6/2018,5858288,Noah Sandoval,EMI
S820,P920,2/7/2018,7779352,Carlos Tenebruso,Cheque
S821,P921,2/8/2018,9172252,Marcus Rock,Cash
S822,P922,2/9/2018,7625468,Michele Welch,Bank Loan
S823,P923,2/12/2018,5642291,John Dombeck,EMI
S824,P924,2/13/2018,4585624,Carol Keener,Cheque
S825,P925,2/14/2018,5728694,Steven Arbogast,Cash
S826,P926,2/15/2018,7996578,Christopher Davis,Bank Loan
S827,P927,2/16/2018,5416031,Candace Begay,EMI
S828,P928,2/19/2018,4540191,Harold Swan,Cheque
S829,P929,2/2/2018,4679183,William Coach,Cash
S830,P930,2/5/2018,8358894,Connie Thomas,Bank Loan
S831,P931,2/6/2018,5164421,Misty Cosby,EMI
S832,P932,2/7/2018,6318655,Marc Tacker,Cheque
S833,P933,2/8/2018,5400464,Aimee Turnage,Cash
S834,P934,2/9/2018,8703341,Katelyn Rutland,Bank Loan
S835,P935,2/12/2018,6290816,Manuel Knight,EMI
S836,P936,2/13/2018,6599159,Zachary Lanser,Cheque
S837,P937,2/14/2018,5238184,Victoria Reynolds,Cash
S838,P938,2/15/2018,6724854,Alicia Conners,Bank Loan
S839,P939,2/16/2018,7470744,Charles Gloria,EMI
S840,P940,2/19/2018,6594842,Samuel Martin,Cheque
S841,P941,2/2/2018,7371846,Roger Barton,Cash
S842,P942,2/5/2018,9070917,Justin Rood,Bank Loan
S843,P943,2/6/2018,6232722,Roderick Simmons,EMI
S844,P944,2/7/2018,8927747,Bernard Meade,Cheque
S845,P945,2/8/2018,8161139,Philip Ramirez,Cash
S846,P946,2/9/2018,6011423,Teresa Forrester,Bank Loan
S847,P947,2/12/2018,7384136,Alejandro Manuel,EMI
S848,P948,2/13/2018,6032269,John Pace,Cheque
S849,P949,2/14/2018,9371518,Robin Hottel,Cash
S850,P950,2/15/2018,5705966,Russell Rivers,Bank Loan
S851,P951,2/16/2018,5643531,Karen Price,EMI
S852,P952,2/19/2018,5623361,Darlene Outman,Cheque
S853,P953,2/2/2018,5699753,Valerie Keller,Cash
S854,P954,2/5/2018,8541164,James Calhoun,Bank Loan
S855,P955,2/6/2018,7110468,John Jeffers,EMI
S856,P956,2/7/2018,7477603,Marcus Simon,Cheque
S857,P957,2/8/2018,7083961,Tim Henry,Cash
S858,P958,2/9/2018,6928065,Susie Thrill,Bank Loan
S859,P959,2/12/2018,7824224,Jesse Walker,EMI
S860,P960,2/13/2018,7890607,Emma Bell,Cheque
S861,P961,2/14/2018,9242250,Michael Wager,Cash
S862,P962,2/15/2018,5475318,Gabriel Robyn,Bank Loan
S863,P963,2/16/2018,8039910,Randy Sea,EMI
S864,P964,2/19/2018,5851004,James Jones,Cheque
S865,P965,2/2/2018,7995648,Mia Obleton,Cash
S866,P966,2/5/2018,5103843,Olga Richardson,Bank Loan
S867,P967,2/6/2018,5830934,Wyatt Gonzalez,EMI
S868,P968,2/7/2018,5901707,Barbara Pineda,Cheque
S869,P969,2/8/2018,9308037,Norman Clark,Cash
S870,P970,2/9/2018,7087421,Theodore Garland,Bank Loan
S871,P971,2/12/2018,5845126,Michiko Ochs,EMI
S872,P972,2/13/2018,8132269,David Hess,Cheque
S873,P973,2/14/2018,7762987,Edward Smith,Cash
S874,P974,2/15/2018,9022278,Gloria Curley,Bank Loan
S875,P975,2/16/2018,6494954,Jack Haile,EMI
S876,P976,2/19/2018,6092472,Edda Montoya,Cheque
S877,P977,2/2/2018,5773396,Bobbie Cornett,Cash
S878,P978,2/5/2018,9091586,Kathleen Skaggs,Bank Loan
S879,P979,2/6/2018,5442393,Keith Vass,EMI
S880,P980,2/7/2018,8066803,Frank Ostrowski,Cheque
S881,P981,2/8/2018,7869114,Patricia Upchurch,Cash
S882,P982,2/9/2018,7853019,Patricia Reed,Bank Loan
S883,P983,2/12/2018,4801005,Alden Lane,EMI
S884,P984,2/13/2018,8221055,Marvin Benson,Cheque
S885,P985,2/14/2018,8936683,Kim Keh,Cash
S886,P986,2/15/2018,4642648,Carlos Charles,Bank Loan
S887,P987,2/16/2018,9386017,Karen Johnson,EMI
S888,P988,2/19/2018,5449742,Velma Schmal,Cheque
S889,P989,2/2/2018,5875587,Devin Gault,Cash
S890,P990,2/5/2018,8115646,Susan White,Bank Loan
S891,P991,2/6/2018,6401214,Charles Cleghorn,EMI
S892,P992,2/7/2018,7720995,James Frederick,Cheque
S893,P993,2/8/2018,7383640,Shannon Maddox,Cash
S894,P994,2/9/2018,4788963,Lisa Gilbert,Bank Loan
S895,P995,2/12/2018,7846321,Lisa Herrin,EMI
S896,P996,2/13/2018,5355656,Kris Segrest,Cheque
S897,P997,2/14/2018,5625449,Mary Watson,Cash
S898,P998,2/15/2018,4554570,Diane Hernandez,Bank Loan
S899,P999,2/16/2018,5545559,Kaci Parham,EMI
S900,P1000,2/19/2018,6805776,Christopher George,Cheque
S901,P1001,2/2/2018,4678127,Lillian Norris,Cash
S902,P1002,2/5/2018,7538178,Betty Sierra,Bank Loan
S903,P1003,2/6/2018,5516035,Carmen Mcguire,EMI
S904,P1004,2/7/2018,8251248,Samuel Harris,Cheque
S905,P1005,2/8/2018,4913194,Shirley Carpenter,Cash
S906,P1006,2/9/2018,4716016,Joan Nale,Bank Loan
S907,P1007,2/12/2018,8755573,Dianne Whitfield,EMI
S908,P1008,2/13/2018,8754026,Doris Abel,Cheque
S909,P1009,2/14/2018,4753100,Russell Caballero,Cash
S910,P1010,2/15/2018,9421214,Crystal Otis,Bank Loan
S911,P1011,2/16/2018,4511786,Marion Strong,EMI
S912,P1012,2/19/2018,8668255,Martha Parnell,Cheque
S913,P1013,2/2/2018,9184517,Janet Ramos,Cash
S914,P1014,2/5/2018,8366158,Gerald Balado,Bank Loan
S915,P1015,2/6/2018,5579743,Jennifer Marro,EMI
S916,P1016,2/7/2018,8275293,Tamela Galyen,Cheque
S917,P1017,2/8/2018,7132382,Richard Mcconnell,Cash
S918,P1018,2/9/2018,8331572,Jo Malloy,Bank Loan
